"Accession_title","UID","Species","Length","Location"
"HQ428115Barbicambarus cornutus isolate 252 cytochrome oxidase subunit I (cox1) gene, partial cds; mitochondrial","311977056","Barbicambarus cornutus","630","252"
"KX238195Procambarus howellae cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135518970","Procambarus howellae","606","KC4686"
"KX238196Procambarus hubbelli cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135518972","Procambarus hubbelli","606","KC4028"
"KX238196Procambarus hubbelli cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135518972","Procambarus hubbelli","606","KC4028"
"KX238197Procambarus incilis cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135518974","Procambarus incilis","606","DJ78"
"KX238197Procambarus incilis cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135518974","Procambarus incilis","606","DJ78"
"KX238198Procambarus kensleyi cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135518976","Procambarus kensleyi","606","DJ199"
"KX238198Procambarus kensleyi cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135518976","Procambarus kensleyi","606","DJ199"
"KX238198Procambarus kensleyi cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135518976","Procambarus kensleyi","606","DJ199"
"KX238199Procambarus latipleurum cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135518978","Procambarus latipleurum","606","KC4193"
"KX238199Procambarus latipleurum cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135518978","Procambarus latipleurum","606","KC4193"
"KX238200Procambarus leitheuseri cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135518980","Procambarus leitheuseri","606","KC5909"
"KX238201Procambarus leonensis cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135518982","Procambarus leonensis","606","KC3987"
"KX238202Procambarus lepidodactylus cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135518984","Procambarus lepidodactylus","606","KC6388"
"KX238202Procambarus lepidodactylus cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135518984","Procambarus lepidodactylus","606","KC6388"
"KF827979Procambarus liberorum voucher KC2946 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","669056236","Procambarus liberorum","657","KC2946"
"KF827978Procambarus liberorum voucher JC2668 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","669056234","Procambarus liberorum","657","JC2668"
"JX514458Procambarus liberorum voucher JC2668 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","409052655","Procambarus liberorum","659","JC2668"
"KX238203Procambarus litosternum cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135518986","Procambarus litosternum","606","KC6577"
"HM133902Procambarus llamasi haplotype 2 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","299006946","Procambarus llamasi","399","Ignacio Zaragoza|2"
"HM133901Procambarus llamasi haplotype 1 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","299006944","Procambarus llamasi","399","Laguna de Chichancanab|1"
"JX127969Procambarus llamasi isolate PopGua cytochrome oxidase c subunit I (cox1) gene, partial cds; mitochondrial","426203516","Procambarus llamasi","1507","PopGua|Eukaryota; Metazoa; Arthropoda; Crustacea; Malacostraca; Eumalacostraca; Eucarida; Decapoda; Pleocyemata; Astacidea; Astacoidea; Cambaridae; Procambarus."
"JX127968Procambarus llamasi isolate PopMont cytochrome oxidase c subunit I (cox1) gene, partial cds; mitochondrial","426203514","Procambarus llamasi","1507","PopMont|Eukaryota; Metazoa; Arthropoda; Crustacea; Malacostraca; Eumalacostraca; Eucarida; Decapoda; Pleocyemata; Astacidea; Astacoidea; Cambaridae; Procambarus."
"JQ913010Procambarus llamasi haplotype j cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","390176061","Procambarus llamasi","643","j"
"JQ913009Procambarus llamasi haplotype i cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","390176059","Procambarus llamasi","643","i"
"JQ913008Procambarus llamasi haplotype h cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","390176057","Procambarus llamasi","643","h"
"JQ913007Procambarus llamasi haplotype g cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","390176055","Procambarus llamasi","643","g"
"JQ913006Procambarus llamasi haplotype f cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","390176053","Procambarus llamasi","643","f"
"JQ913005Procambarus llamasi haplotype e cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","390176051","Procambarus llamasi","643","e"
"JQ913004Procambarus llamasi haplotype d cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","390176049","Procambarus llamasi","643","d"
"JQ913003Procambarus llamasi haplotype b cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","390176047","Procambarus llamasi","643","b"
"JQ913002Procambarus llamasi haplotype a cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","390176045","Procambarus llamasi","643","a"
"JN000909Procambarus llamasi haplotype c cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","387976540","Procambarus llamasi","689","c"
"HM133902Procambarus llamasi haplotype 2 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","299006946","Procambarus llamasi","399","Ignacio Zaragoza|2"
"HM133901Procambarus llamasi haplotype 1 cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","299006944","Procambarus llamasi","399","Laguna de Chichancanab|1"
"JX127969Procambarus llamasi isolate PopGua cytochrome oxidase c subunit I (cox1) gene, partial cds; mitochondrial","426203516","Procambarus llamasi","1507","PopGua|Eukaryota; Metazoa; Arthropoda; Crustacea; Malacostraca; Eumalacostraca; Eucarida; Decapoda; Pleocyemata; Astacidea; Astacoidea; Cambaridae; Procambarus."
"JX127968Procambarus llamasi isolate PopMont cytochrome oxidase c subunit I (cox1) gene, partial cds; mitochondrial","426203514","Procambarus llamasi","1507","PopMont|Eukaryota; Metazoa; Arthropoda; Crustacea; Malacostraca; Eumalacostraca; Eucarida; Decapoda; Pleocyemata; Astacidea; Astacoidea; Cambaridae; Procambarus."
"JQ913010Procambarus llamasi haplotype j cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","390176061","Procambarus llamasi","643","j"
"JQ913009Procambarus llamasi haplotype i cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","390176059","Procambarus llamasi","643","i"
"JQ913008Procambarus llamasi haplotype h cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","390176057","Procambarus llamasi","643","h"
"JQ913007Procambarus llamasi haplotype g cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","390176055","Procambarus llamasi","643","g"
"JQ913006Procambarus llamasi haplotype f cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","390176053","Procambarus llamasi","643","f"
"JQ913005Procambarus llamasi haplotype e cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","390176051","Procambarus llamasi","643","e"
"JQ913004Procambarus llamasi haplotype d cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","390176049","Procambarus llamasi","643","d"
"JQ913003Procambarus llamasi haplotype b cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","390176047","Procambarus llamasi","643","b"
"JQ913002Procambarus llamasi haplotype a cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","390176045","Procambarus llamasi","643","a"
"JN000909Procambarus llamasi haplotype c cytochrome c oxidase subunit I (COI) gene, partial cds; mitochondrial","387976540","Procambarus llamasi","689","c"
"KX238205Procambarus lucifugus alachua cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135518990","Procambarus lucifugus","606","alachua|KC3876"
"KX238204Procambarus lucifugus lucifugus cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135518988","Procambarus lucifugus","606","lucifugus|KC6512"
"KX238206Procambarus lunzi cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135518992","Procambarus lunzi","606","KC6378"
"KX238207Procambarus luxus cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135518994","Procambarus luxus","606","DJ106"
"KX238207Procambarus luxus cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135518994","Procambarus luxus","606","DJ106"
"KX238207Procambarus luxus cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135518994","Procambarus luxus","606","DJ106"
"KX238208Procambarus mancus cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135518996","Procambarus mancus","594","KC7543"
"KX238208Procambarus mancus cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135518996","Procambarus mancus","594","KC7543"
"KX238208Procambarus mancus cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135518996","Procambarus mancus","594","KC7543"
"KX238208Procambarus mancus cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135518996","Procambarus mancus","594","KC7543"
"KX238208Procambarus mancus cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135518996","Procambarus mancus","594","KC7543"
"KX238209Procambarus milleri cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135518998","Procambarus milleri","606","KC6055"
"KX238209Procambarus milleri cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135518998","Procambarus milleri","606","KC6055"
"KX238210Procambarus morrisi cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135519000","Procambarus morrisi","363","KC3883"
"KX238211Procambarus natchitochae cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135519002","Procambarus natchitochae","606","KC961"
"KX238211Procambarus natchitochae cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135519002","Procambarus natchitochae","606","KC961"
"KX238212Procambarus nigrocinctus cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135519004","Procambarus nigrocinctus","606","KC1013"
"KX238212Procambarus nigrocinctus cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135519004","Procambarus nigrocinctus","606","KC1013"
"KX238213Procambarus nueces cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135519006","Procambarus nueces","606","DJ300"
"KX238213Procambarus nueces cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135519006","Procambarus nueces","606","DJ300"
"KX238214Procambarus okaloosae cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135519008","Procambarus okaloosae","606","KC4075"
"KX238214Procambarus okaloosae cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135519008","Procambarus okaloosae","606","KC4075"
"KX238215Procambarus orcinus cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135519010","Procambarus orcinus","606","KC6031"
"KX238215Procambarus orcinus cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135519010","Procambarus orcinus","606","KC6031"
"KX238215Procambarus orcinus cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","1135519010","Procambarus orcinus","606","KC6031"
"JF737581Procambarus paeninsulanus voucher KC5172 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","328932080","Procambarus paeninsulanus","659","KC5172|PH5"
"JF737580Procambarus paeninsulanus voucher KC5171 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","328932078","Procambarus paeninsulanus","659","KC5171|PH8"
"JF737579Procambarus paeninsulanus voucher KC5170 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","328932076","Procambarus paeninsulanus","659","KC5170|PH5"
"JF737578Procambarus paeninsulanus voucher KC5169 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","328932074","Procambarus paeninsulanus","659","KC5169|PH5"
"JF737577Procambarus paeninsulanus voucher KC5168 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","328932072","Procambarus paeninsulanus","659","KC5168|PH8"
"JF737576Procambarus paeninsulanus voucher KC5167 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","328932070","Procambarus paeninsulanus","659","KC5167|PH7"
"JF737575Procambarus paeninsulanus voucher KC4991 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","328932068","Procambarus paeninsulanus","659","KC4991|PH6"
"JF737574Procambarus paeninsulanus voucher KC4989 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","328932066","Procambarus paeninsulanus","659","KC4989|PH5"
"JF737573Procambarus paeninsulanus voucher KC4973 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","328932064","Procambarus paeninsulanus","659","KC4973|PH4"
"JF737572Procambarus paeninsulanus voucher KC4972 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","328932062","Procambarus paeninsulanus","659","KC4972|PH4"
"JF737571Procambarus paeninsulanus voucher KC4971 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","328932060","Procambarus paeninsulanus","659","KC4971|PH9"
"JF737570Procambarus paeninsulanus voucher KC4970 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","328932058","Procambarus paeninsulanus","659","KC4970|PH4"
"JF737569Procambarus paeninsulanus voucher KC4214 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","328932056","Procambarus paeninsulanus","659","KC4214|PH4"
"JF737568Procambarus paeninsulanus voucher KC4213 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","328932054","Procambarus paeninsulanus","659","KC4213|PH4"
"JF737567Procambarus paeninsulanus voucher KC4212 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","328932052","Procambarus paeninsulanus","659","KC4212|PH4"
"JF737566Procambarus paeninsulanus voucher KC4211 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","328932050","Procambarus paeninsulanus","659","KC4211|PH4"
"JF737565Procambarus paeninsulanus voucher KC4210 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","328932048","Procambarus paeninsulanus","659","KC4210|PH4"
"JF737564Procambarus paeninsulanus voucher KC4209 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","328932046","Procambarus paeninsulanus","659","KC4209|PH4"
"JF737563Procambarus paeninsulanus voucher KC5197 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","328932044","Procambarus paeninsulanus","659","KC5197|PH2"
"JF737562Procambarus paeninsulanus voucher KC5195 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","328932042","Procambarus paeninsulanus","659","KC5195|PH2"
"JF737561Procambarus paeninsulanus voucher KC5192 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","328932040","Procambarus paeninsulanus","659","KC5192|PH2"
"JF737560Procambarus paeninsulanus voucher KC5190 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","328932038","Procambarus paeninsulanus","659","KC5190|PH3"
"JF737559Procambarus paeninsulanus voucher KC5189 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","328932036","Procambarus paeninsulanus","659","KC5189|PH2"
"JF737558Procambarus paeninsulanus voucher KC5188 cytochrome oxidase subunit I (COI) gene, partial cds; mitochondrial","328932034","Procambarus paeninsulanus","659","KC5188|PH2"
